,title,company_name,link,exp,years_extracted,desc,sourceDomain,formattedIndustries,applicantTrackingSystem,years_nums
407,Cloud Technology Consultant (Azure/AWS/GCP),epam-systems,https://www.linkedin.com/jobs/view/3633795150,Mid-Senior level,"['t three consecutive years . EPAM is also liste', 'll experience of 12 years .Multi-tier distribu']","Since 1993, EPAM Systems, Inc. (NYSE: EPAM) has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider – leading the industry in digital and physical product development and digital platform engineering services. Through its innovative strategy; integrated advisory, consulting and design capabilities; and unique ‘Engineering DNA,EPAM’s globally deployed hybrid teams help make the future real for clients and communities around the world by powering better enterprise, education and health platforms that connect people, optimize experiences, and improve people’s lives. Selected by Newsweek as a 2021 Most Loved Workplace.
EPAM’s global multi-disciplinary teams serve 61,300 employees and customers in more than 50 countries across five continents.
As a recognized leader, EPAM is listed among the top 15 companies in Information Technology Services on the Fortune 1000 and ranked as the top IT services company on Fortune’s 100 Fastest-Growing Companies list for the last three consecutive years.
EPAM is also listed among Ad Age’s top 25 World’s Largest Agency Companies and in 2020, Consulting Magazine named EPAM Continuum a top 20 Fastest-Growing organization.
Responsibilities
Work closely with business in identifying solution requirements and key case-studies/scenarios for the future solution based on cloud platformEnable cloud journey, analyses TCO and create a business case, make the Cloud dream become reality by leveraging Cloud Adoption FrameworkCreate a unified strategy for cloud transformation governance, automation, security, implementation, and operationsAnalyze existing application and IT services portfolios, develop asset migration, transformation, and automation roadmapConduct architecture review / audit and create review / audit reportsLead implementation of the solution from establishing project requirements and goals to solution ""go-live”Day-to-day lead the client through the technical and organisational challenges of Cloud transformationParticipate in the full cycle of pre-sale activities, including RFP processing, proposal development and direct communications with potential clientsMaintain a strong understanding of industry trends and best practices on CloudServe as an evangelist, consult, and provide technical guidance on cloud solutions design, build, governance, security, operations, and cost control best practices
Requirements
Should have minimum overall experience of 12 years.Multi-tier distributed architecture experience within IT consulting, IT operations, application development or support which includes migrating, architecting, operating cloud-based solutions, or experience transforming legacy IT solutions, and working knowledge of software development tools and methodologiesExperience architecting, designing, migrating workloads to the cloud (Azure, AWS or GCP)Cloud native design and implementation experience.Depth in various migration techniques such as rehost, refactor, re-architect, re-platform, repurchase, etcFluency with design of deployment, configuration management automation (CI/CD), security automation (SAST/DAST), IT operations automation (AIOps) for different workload’s typesExperience with highly scalable, performant and mission critical architectures; cloud migration approaches and toolsAvid technologist, with deep expertise in modern cloud architecture and history of successful implementation of complex cloud solutionDeep understanding of cloud design patterns, cloud operations and cloud cost models with hands-on ability to implement best practices or suggest improvementsAbility to suggest competitive and innovative technical decisions, get client buy-in and deliver on commitmentsStrong communication skills, ability to present technical ideas in business-friendly languageAnalytical and problem-solving abilitiesCloud certifications are expected – Azure, AWS or GCP
Technologies
Cloud ArchitectureExperience in ConsultingRehostRefactorRe-architectRe-platformRepurchaseCloud-based solutionsCloud design patternsCI/CDTCOPre-sales
We offer
Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool
",welcome.epam.in,"['Computer Software', 'Information Technology & Services']",,"[[], [12]]"
408,Scala Developer,hcltech,https://www.linkedin.com/jobs/view/3636231090,Mid-Senior level,[],"HCL Hiring for Scala - Akka Developer .
Job Description: -Experience: 8 + YearsHub : Bangalore, NagpurSpoke : Noida, Chennai , Hyderabad
Must-have skills requirements· Scala backend development or willingness to go all-in with Scala from Java or such, backend experience.· Play framework or AKA framework· Understanding good software architecture and coding standards, how to make maintainable code· Eager to learn new things and always ready to help your colleagues· Getting-stuff-done attitude We appreciate especially the following experience / skills· Ability to design and implement scalable systems· Familiar with SQL (PostgreSQL) or Elastic Search· Skills with React/Typescript Role - Back End DeveloperIndustry Type - SoftwareFunctional Area – banking and finance
Soft SkillsAble to influence multiple teams on technical considerations, increasing their productivity and effectiveness, by sharing deep knowledge and experience.Self-motivator and self-starter, Ability to own and drive things without supervision and works collaboratively with the teams across the organization.Have excellent soft skills and interpersonal skills to interact and present the ideas to Senior and Executive management",,['Information Technology & Services'],LinkedIn,[]
409,DevOps Engineer,pyjamahr:-world's-best-forever-free-ats,https://www.linkedin.com/jobs/view/3630376938,Entry level,[],"We are looking for a DevOps Engineer to help us build functional systems that improve customer experience.
DevOps Engineer responsibilities include deploying product updates, identifying production issues and implementing integrations that meet customer needs. If you have a solid background in software engineering and are familiar with Ruby or Python, we’d like to meet you.
Ultimately, you will execute and automate operational processes fast, accurately and securely.
Responsibilities
Implement integrations requested by customers Deploy updates and fixes Provide Level 2 technical support Build tools to reduce occurrences of errors and improve customer experience Develop software to integrate with internal back-end systems Perform root cause analysis for production errors Investigate and resolve technical issues Develop scripts to automate visualization Design procedures for system troubleshooting and maintenance 
Requirements And Skills
Work experience as a DevOps Engineer or similar software engineering role Good knowledge of Ruby or Python Working knowledge of databases and SQL Problem-solving attitude Team spirit BSc in Computer Science, Engineering or relevant field Skills: linux,docker,kubernetes,aws,azure,gcp,ansible,terraform,chef,puppet,jenkins,git,bash,python,powershell,ruby,yaml,json,sql,networking,virtualization,cloud infrastructure,performance tuning,automation,logging,continuous integration,agile,scrum,itil,jira,confluence",app.pyjamahr.com,['Computer Software'],,[]
410,Sr. Software Engineers II,aristocrat,https://www.linkedin.com/jobs/view/3498470751,Mid-Senior level,['lectronics with 3-5 years of relevant experie'],"Job Posting Title

Sr. Software Engineers II

Summary

To design and develop HTML5/Typescript based class 3 real money digital Games for markets across the Globe and be responsible for ensuring high quality standards of games being developed and delivered.

These games will be hosted as digital apps (iOS, Android) as well as over web.

What You'll Do

Design and develop games in Java spring framework for our next generation digital RMG gaming platform GDK to be hosted over different devices of iOS/Android platform and over web as well.You will also be responsible for implementing digital games using internal GDK.You will be required to work in fast changing environment, quick analysis, and proposing/implementing solution for game side as well as internal framework technology stack to meet game feature requirements.The successful candidate will contribute towards high-quality and timely delivery of products, providing solutions to complex technical problems, knowledge sharing and technical documentation.You will be having technical ownership of the modules/features assigned to you.Should follow good development practices in line of AW4 SW guidelines e.g. Unit/functional test case plan and execute.You will also be a part of a truly exciting, open, fun yet challenging environment which provides enormous opportunities for professional and personal growth.Should follow good development practices in line of AW4 SW guidelines e.g. Unit/functional test case plan and execute.



What We're Looking For

B. Tech. / B.E. / MCA /M. Tech. in Computer Science/Electronics with 3-5 years of relevant experience in Java spring framework based sw development.Strong understanding of Data Structures conceptsGood Object Oriented Design and Programming experienceMulti-thread system level application development experienceStrong analytical and problem solving skillsExperience developing with Cloud-based hosting environments: Different Cloud PlatformsExperience with Agile Scrum methodologies will be a plus.Prior experience in the gaming industry will be a plus.Must have good verbal and written communication skills to effectively interact with global stakeholders



Why Aristocrat?

Aristocrat is a world leader in gaming content and technology, and a top-tier publisher of free-to-play mobile games. We deliver great performance for our B2B customers and bring joy to the lives of the millions of people who love to play our casino and mobile games. And while we focus on fun, we never forget our responsibilities. We strive to lead the way in responsible gameplay, and to lift the bar in company governance, employee wellbeing and sustainability. We’re a diverse business united by shared values and an inspiring mission to bring joy to life through the power of play.

We aim to create an environment where individual differences are valued, and all employees have the opportunity to realize their potential. We welcome and encourage applications from all people regardless of age, gender, race, ethnicity, cultural background, disability status or LGBTQ+ identity. We offer a range of flexible working options through all.flex, our flexible hybrid work model and invite you to have a conversation with us about flexible working. EEO M/F/D/V

World Leader in Gaming EntertainmentRobust benefits packageGlobal career opportunities



Our Values

All about the PlayerTalent UnleashedCollective BrillianceGood Business Good Citizen



The US based roles may require registration with the Nevada Gaming Control Board (NGCB) and/or other gaming jurisdictions in which we operate.

R0012062",careers.aristocrat.com,['Gambling & Casinos'],,"[[3, 5]]"
411,Software Engineer,appwrk-it-solutions-pvt.-ltd.,https://www.linkedin.com/jobs/view/3635546395,Entry level,[],,appwrk.keka.com,[],,[]
412,Software Principal Engineer,valeo,https://www.linkedin.com/jobs/view/3634707555,Mid-Senior level,['nce may be 12 to 15 years Must have Experienc'],"Valeo ist ein globales Technologieunternehmen, das innovative Lösungen entwickelt, um die Mobilität neu zu erfinden. Wir sind ein Partner von Automobilherstellern und Akteuren der neuen Mobilität weltweit. Unsere Vision? Eine grünere und sicherere Mobilität zu erfinden, dank Lösungen, die sich auf intuitives Fahren und die Reduzierung von CO2-Emissionen konzentrieren. Wir sind führend in unseren Geschäftsbereichen und werden als eines der weltweit größten innovativen Unternehmen anerkannt.
Job Description - Embedded Linux Kernel Technical Lead
Educational Qualification - B.E (Electronics, Comp, Electrical) Work experience may be 12 to 15 years Must have Experience on Embedded Linux Kernel and Device Drivers Experience in Linux Development, building, debugging on embedded software using Linux Extensive knowledge of Linux kernel programming, multi-thread programming, RPM packaging, MVL, embedded tool chain Experience in device drivers and BSP is a must Good understanding of C and C++ Good Exposure to 32/64 Bit Microcontroller Architecture Exposure to Hypervisor, Linux Platform and SOC Must have experience in evaluating gaps in Linux Kernel of various versions Must have worked on optimising Linux Kernel and the Test Approach Experience in integrating and optimising new device drivers. Knowledge of Linux kernel and device-driver development Shall have ability in performance optimisation in Linux Very strong knowledge of Linux, ARM processor architecture with SOC Exposure to Cybersecurity implications in Linux Perform Linux security vulnerabilities analysis and fixing
Job:
GTSC Principal Engineer
Organization:
Engineering Software CDA
Schedule:
Vollzeit
Employee Status:
Unbefristet
Job Type:
Permanent contract
Job Posting Date:
2023-06-14
Join Us !

Being part of our team, you will join:

 one of the largest global innovative companies, with more than 20,000 engineers working in Research & Development a multi-cultural environment that values diversity and international collaboration more than 100,000 colleagues in 31 countries... which make a lot of opportunity for career growth a business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable development

More information on Valeo: https://www.valeo.com",valeo.wd3.myworkdayjobs.com,[],Workday,"[[12, 15]]"
413,Senior Data Scientist,"new-relic,-inc.",https://www.linkedin.com/jobs/view/3615479120,Mid-Senior level,"['n Python and SQL.3+ years of experience in de', 'Science.At least 3+ years experience as a Dat']","Your opportunity
Interested in building core data Analytical models that power the Growth, GTM, Product, User360 and Finance teams at NewRelic. We seek data scientist who are passionate about data at scale and useful insights to build a Data-Driven Operating Model at NewRelic! We are a fast-growing data engineering & Technology team building an “internal-facing data product” with a bold, ambitious vision to build the core data foundation needed to be responsible for a successful consumption business.
We build core data products, promote data-driven culture, modernize insights through self-service and establish a single source of truth in business and customer metrics!
What you'll do
Mine and analyze data from the EDW and other data sources in the organization to build CFS-Central Feature Store as a foundation to support multiple DS use cases. Work with stakeholders, data analysts and data engineers to build and deploy Data Science models to support business use cases of customer acquisition, cross-sell/upsell, and customer retention. Leverage Statistical computer languages Python, SQL, and libraries (NumPy, Pandas) to manipulate data and draw insights from large data sets.
This role requires
BS/MS degree in Computer Science or PhD in Statistics, Mathematics, Data Science.At least 3+ Years experience as a Data Scientist.Hands-on experience in Python and SQL.3+ Years of experience in demonstrating numerical and machine learning libraries (NumPy, Pandas, sci-kit-learn, Tensorflow, etc.)Strong experience with the open-source and AWS Cloud ecosystem (experience with EMR, EKS, Snowflake, S3, SageMaker, and abacus.ai)Learning/statistical techniques, including Regression, Classification, Ensemble Methods, Deep Learning, and Reinforcement Learning.

Bonus points if you have
Hands-on experience with git.Dbt experience is good have

We're looking for bold and passionate people to be a part of our mission to help every engineer do their best work, every day, using data, not opinions, at every stage of the software lifecycle. We'd love to have you apply, even if you don't feel you meet every single requirement. What's most important to us is finding authentic and accountable people who feel connected to our mission and values, not just candidates who check off all the boxes.
We believe in empowering all Relics to achieve professional and business success through a workforce model called Flex First. Flex First allows us to work in a variety of workplaces that best support our success, including fully office-based, fully remote, or hybrid.
Read more about Flex First.
Our hiring process
Please note that visa sponsorship is not available for this position.
In compliance with applicable law, all persons hired will be required to verify identity and eligibility to work and to complete employment eligibility verification. Note: Our stewardship of the data of thousands of customers’ means that a criminal background check is required to join New Relic.
Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. New Relic does not accept unsolicited headhunter and agency resumes, and will not pay fees to any third-party agency or company that does not have a signed agreement with New Relic.
New Relic is an equal opportunity employer. We eagerly seek applicants of diverse background and hire without regard to race, color, gender identity, religion, national origin, ancestry, citizenship, physical abilities (or disability), age, sexual orientation, veteran status, or any other characteristic protected by law.
Interested in the details of our privacy policy? Read more here.
",newrelic.careers,"['Computer Software', 'Internet']",,"[[3], [3]]"
414,Shorthills Tech - Python Engineer - Data Structure/Algorithm,shorthills-tech-(gold-microsoft-partner),https://www.linkedin.com/jobs/view/3630338895,Entry level,['Skills Required 2+ years of relevant experie'],"About Shorthills Tech Pvt Ltd
Founded in 2018, Shorthills Tech Pvt Ltd is the Digital Enablement and Analytical Organization and is one of the fastest growing start-ups in Delhi NCR. We currently have Clients and projects from sectors like E-commerce, Research, Automotive, Consulting, Technology. Shorthills Tech is web based platform which provides solution powered by Technology, Cloud, Data Analysis and Machine Learning (ML).
We call Shorthills Tech our home but, with a team of 200+, featuring over the biggest region, we are a group of ambitious and talented people from different corners of India. Fostering a truly open and progressive culture, combined with state-of-the-art engineering and creative approaches to marketing - working at Shorthills Tech is a powerful mix of purpose, challenge and most of all fun.
To Know more about the organization, please visit the below links :
Our Company website : Page : Page : Location : Gurgaon
Current Work Mode : Onsite
We are looking for an experienced Python Developer to join our engineering team and help us create dynamic software applications for our team. In this role, you will be responsible for writing and testing scalable code, develop back-end components, connect the application with the other third-party web services.
Skills Required
 2+ years of relevant experience in python Excellent in writing SQL queries Must have experience in API writing/API Calling Strong in Data Structures and Algorithms Excellent problem solving, analytical skills.
Educational Qualification
 Bachelor's Degree in computer science/applied mathematics/statistics or related field Master's Degree in computer science/ applied mathematics/ statistics or related field
(ref:hirist.com)",www.hirist.com,"['Internet', 'Computer Software']",,[[2]]
415,"Lead Engineer, Detection",arkose-labs,https://www.linkedin.com/jobs/view/3634139152,Mid-Senior level,"['You Need to have 8+ years experience in a com', ', Java, or Python2+ years experience in front', 'onal) experience 3+ years experience with mic', 'script framework.5+ years of database (NoSQL']","The mission of Arkose Labs is to create an online environment where all consumers are protected from online spam and abuse. Recognized by G2 as the 2023 Leader in Bot Detection and Mitigation, with the highest score in customer satisfaction and largest market presence four quarters running, Arkose Labs offers the world's first $1M warranties for credential stuffing and SMS toll fraud. With 20% of our customers being Fortune 500 companies, our AI-powered platform combines powerful risk assessments with dynamic threat response to undermine the strategy of attack, all while improving good user throughput. Headquartered in San Mateo, CA, with offices in London, Costa Rica, and Brisbane, Australia, Arkose Labs protects enterprises from cybercrime and abuse.
What You’ll Be Doing
Work on high-traffic SaaS services running at a global scale, serving hundreds of millions of requests per day and increasingWork on building highly available, zero downtime middleware and front-end products.Help build software that spans from the browser all the way down to analytics data pipelines - our engineers work to support a dedicated data science/blue watch teamWork within an agile, cross-functional team (SWE, SRE, QE) to build out and own services and projects, from requirements + specs to release and maintenanceHelp with migrating from a monolithic system and AWS lambdas to a microservices-based architecture running on Kubernetes
What We Want From You
Need to have
8+ years experience in a commercial environment using back-end programming languages - e.g. Golang, Node.js, Java, or Python2+ years experience in front-end programming languages. E.g: React, Vue, or any popular javascript framework.5+ years of database (NoSQL and Relational) experience 3+ years experience with microserviceStrong knowledge of web/HTTP concepts and methodologies - DNS, TLS, browser caching, CDNs (e.g. Cloudflare/CloudFront)Experience with agile development (Scrum/Kanban)
Nice to have
Experience with implementing and maintaining CI/CD pipelinesExperience with Docker/containers, and ideally container orchestration (e.g. Kubernetes)Basics of Micro Front End architecture. 
Why Arkose Labs?
Join an early-stage, fast-growing startup that is expanding in India where you get to make a mark being amongst the first hires. Join a company with pioneering technology built by passionate and ambitious people and work with some of the biggest names like Microsoft, OpenAI, EA, GitHub, Twitch, Roblox, and Twilio among others.
We value your unique contributions, perspectives, and experiences. Be part of a diverse and high-performing environment that prioritizes collaboration, excellence, and inclusion. We hire the best, focus on their professional development, and offer support for continuing education.
We Value
People - independent thinkers making data-driven decisions and taking project ownershipTeamwork - building trust, respect, and integrity to openly communicate and constructively challenge one anotherCustomer Focus - customer empathy and problem-solving obsessionExecution - actions with precision, professionalism, and urgencySecurity - our lens for implementing processes, procedures, and programs
Arose Labs is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Arkose Labs will provide reasonable accommodations for qualified individuals with disabilities.",boards.greenhouse.io,['Computer & Network Security'],Greenhouse,"[[8], [], [3], [5]]"
416,Principal Software Dev Engr,tesco-bengaluru,https://www.linkedin.com/jobs/view/3527658710,,[],"Company Description

Tesco Bengaluru: We are a multi-disciplinary team creating a sustainable competitive advantage for Tesco by standardising processes, delivering cost savings, enabling agility, providing cutting-edge technological solutions and empowering our colleagues to do ever more for our customers. With cross-functional expertise in Global Business Services and Retail Technology & Engineering, a wide network of teams and strong governance we reduce complexity thereby offering high quality services for our customers. Tesco Bengaluru, established in 2004 to enable standardisation and build centralised capabilities and competencies, makes the experience better for our millions of customers worldwide and simpler for over 4,40,000 colleagues.

Tesco Technology consists of people from a number of different backgrounds, but having a common purpose to serve our shoppers a little better every day with our retail technological solutions. We shared a common interest in harnessing innovations in technology to enhance their shopping experience at Tesco stores. Whether making products, software or systems, our teams focuses on various aspects from taking strategic ownership of the architecture to delivering technological solutions such as design, testing, deployment, infrastructure, operation and security of the systems to ensure agile, smooth and safe operations. These help us to deliver the maximum business impact. Teams refine their internal processes to best fit their own needs, working to build core capabilities in application and services. We collaborate globally across teams to build end-to-end customer-facing solutions, as well as to share knowledge, experience, tools and techniques.

At Tesco, inclusion means that Everyones Welcome. Everyone is treated fairly and with respect; by valuing individuality and uniqueness we create a sense of belonging.

Diversity and inclusion have always been at the heart of Tesco. It is embedded in our values: we treat people how they want to be treated. We always want our colleagues to feel they can be themselves at work and we are committed to helping them be at their best.

Across the Tesco group we are building an inclusive workplace, a place to actively celebrate the cultures, personalities and preferences of our colleagues  who in turn help to build the success of our business and reflect the diversity of the communities we serve.

Job Description

Work Level Descriptor

As a senior technology expert I lead large complex areas setting architectural direction to translate strategy into action leading the design implementation and delivery of software that shapes a product technology or architecture making a significant impact to the organisation

Job Summary

Principal Software Development Engineer is a key influencer in contributing to strategic planning combining business vision and industry best practices to define technical strategy and make decisions. They set the standard for engineering excellence and efficient architecture. They are hands-on and guide team(s) to improve technology of portfolios/products infrastructure and processes.

Expectations from a PSDE
Lead one or more large complex or difficult initiativesShow perseverance and patience in driving a large complex or difficult initiative from inception to completion work with and influence the engineering product programme business teams in TescoResolve ambiguous and complex business problems/asks into simple technical systems that can be worked by the teamShould be able to influence build vs buy decisions able to pick and deprecate creaking software/applications lead significant refactoring make the right trade-offs influences the roadmap and sequencing of delivery to deliver early and often. Produces simple solutions to complex problems.Gets hands on with design and coding to resolve hard problems or high impact areas that have a long-term impact on a product technology or architecture.Can technically resolve ambiguous and complex business problems/asks into simple systems that can be worked by the team and enable SDEs to solve slices of the problem so that everyone learns and contributesInfluence and drive technology strategyTake up one or more areas and be the pioneer and gatekeeper and define the long-standing architecture and design keeping security scalability extensibility reusability in mindHas great communication and influencing skills to break impasse in technology strategy architecture roadmap or milestones and frequently able to converge the stakeholders to a correct decision with data points and foresight.Have depth of technical knowledge in certain areas and sufficient breadth to influence senior leaders on engineering strategy and unblock SDEs or programmes needs inputsWrite critical path code having a good appreciation of the whole stack and SDLC using continuous deployment pipelines cloud infrastructure automation monitoring and alerting with an agile DevOps mind-set.Routinely comes up with strategy documents design code which are exemplary and serves as a role model to fellow PSDEs and SDEs.Innovate and keep abreast of industry trends and competition grasping new paradigms and languages quicklyRoutinely come up with PoCs to evaluate approaches or technology choices to enable or accelerate programmes or to enhance Tesco Shared PlatformMentor and guide SDEs and teamsGuide SDEs in one or more functional areas – could be under one or more HoSDs/Directors or under a functional area like Azure Eventing Store applications Data engineering etc.Mentor and guide SDEs using best practice guides contributing to Tesco shared platform giving KTs or sessions on specific areas or practicesParticipates in constructive code and design reviews probing assumptions highlighting risks and leaving behind better quality repositories for teams to look up toParticipate in hiring interviewsHelp with SDE-2/3/PSDE hiring and equivalent managerial interviews as well.Actively recruiting calibrating assessors and the strengthening the assessment process for TescoBe the bar raiser for coding and design to ensure the bar is high and the bar keeps going up as the best practices and expectations evolve

Qualifications

JAva Backend skills 1. Big Data Engineering technologies machine learning algos understanding of stats and probability Spark Structured Streaming No Sql DBs and kafka etc how to Optimize Spark and Streaming workloads (Lambda architecture)

Additional Information

Important Notice:

On behalf of Tesco Bengaluru, we must caution all job seekers and educational institutions that Tesco Bengaluru does not authorise any third parties to release employment offers or conduct recruitment drives via a third party. Hence, beware of inauthentic and fraudulent job offers or recruitment drives from any individuals or websites purporting to represent Tesco. Further, Tesco Bengaluru does not charge any fee or other emoluments for any reason (including without limitation, visa fees) or seek compensation from educational institutions to participate in recruitment events.

Accordingly, please check the authenticity of any such offers before acting on them and where acted upon, you do so at your own risk. Tesco Bengaluru shall neither be responsible for honouring or making good the promises made by fraudulent third parties, nor for any monetary or any other loss incurred by the aggrieved individual or educational institution.

In the event that you come across any fraudulent activities in the name of Tesco Bengaluru, please feel free report the incident at recruitment_compliance_india@tesco.com",jobs.smartrecruiters.com,['Retail'],SmartRecruiters,[]
417,Backend Software Engineer (Job ID: 2283),conversenow.ai,https://www.linkedin.com/jobs/view/3635759841,Entry level,['ce You’ll Need: 5+ years of experience in a'],"ConverseNow is the leading conversational AI platform for restaurants, automating the process of taking orders across voice channels such as phone, drive-thru and mobile live chat. With cutting-edge technology and a passion for service, we sit at the intersection of Tech, B2B SaaS and Hospitality.
We’ve emerged as an AI and food service industry leader, and are enjoying massive growth. Backed by blue chip investors such as CRAFT Ventures (Tesla, Uber, Airbnb, Postmates, Slack), we’ve raised $18M in funding and are gearing up for a series B in the near future. We’re based in Austin, TX, with a remote team distributed globally.
We are looking for a talented and ambitious software engineer who wants to be part of a fast-moving and entrepreneurial team working on leading-edge natural language understanding software systems.
Responsibilities:
Design, development, and delivery of high-quality software.Unit test case development & unit testing.Design & code documentation.Support live systems with maintenance, triage, and support as necessary.
Experience You’ll Need: 
5+ years of experience in a product SAAS company, ideally MLHigh proficiency in Golang or similar compiled language software. Python is a plus.Strong computer science understanding - e.g. data structures and algorithmsGood design and problem-solving skills.Experience working with docker, kubernetesStrong architecture and development experience (hands-on) - APIs, microservices Experience with high-performance, low-latency, high-availability production systemsExperience working with WebSocket servers is a plus.Experience working on cloud environments (especially GCP) is also desirable.Experience managing data and data pipelines is a plus.Excellent analysis capabilities to take ambiguous problems from concept to completion
The Type of Team Player We Need:
Loves Technology - a true Geek at Heart - that enjoys the latest and greatest techStays current with new technology and trendsDriven, ambitious and hard-working (this is not a 9-5 role)Has a high-bar of excellenceExceptionally reliable and predictableOrganized and takes ownership of project deliveriesFlexibility to work in a fast moving and ever changing environment Clear verbal & written communication skills; proactive communicator
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",jobs.lever.co,['Information Technology & Services'],Lever,[[5]]
418,Senior Data Scientist,"new-relic,-inc.",https://www.linkedin.com/jobs/view/3615479119,Mid-Senior level,"['n Python and SQL.3+ years of experience in de', 'Science.At least 3+ years experience as a Dat']","Your opportunity
Interested in building core data Analytical models that power the Growth, GTM, Product, User360 and Finance teams at NewRelic. We seek data scientist who are passionate about data at scale and useful insights to build a Data-Driven Operating Model at NewRelic! We are a fast-growing data engineering & Technology team building an “internal-facing data product” with a bold, ambitious vision to build the core data foundation needed to be responsible for a successful consumption business.
We build core data products, promote data-driven culture, modernize insights through self-service and establish a single source of truth in business and customer metrics!
What you'll do
Mine and analyze data from the EDW and other data sources in the organization to build CFS-Central Feature Store as a foundation to support multiple DS use cases. Work with stakeholders, data analysts and data engineers to build and deploy Data Science models to support business use cases of customer acquisition, cross-sell/upsell, and customer retention. Leverage Statistical computer languages Python, SQL, and libraries (NumPy, Pandas) to manipulate data and draw insights from large data sets.
This role requires
BS/MS degree in Computer Science or PhD in Statistics, Mathematics, Data Science.At least 3+ Years experience as a Data Scientist.Hands-on experience in Python and SQL.3+ Years of experience in demonstrating numerical and machine learning libraries (NumPy, Pandas, sci-kit-learn, Tensorflow, etc.)Strong experience with the open-source and AWS Cloud ecosystem (experience with EMR, EKS, Snowflake, S3, SageMaker, and abacus.ai)Learning/statistical techniques, including Regression, Classification, Ensemble Methods, Deep Learning, and Reinforcement Learning.

Bonus points if you have
Hands-on experience with git.Dbt experience is good have

We're looking for bold and passionate people to be a part of our mission to help every engineer do their best work, every day, using data, not opinions, at every stage of the software lifecycle. We'd love to have you apply, even if you don't feel you meet every single requirement. What's most important to us is finding authentic and accountable people who feel connected to our mission and values, not just candidates who check off all the boxes.
We believe in empowering all Relics to achieve professional and business success through a workforce model called Flex First. Flex First allows us to work in a variety of workplaces that best support our success, including fully office-based, fully remote, or hybrid.
Read more about Flex First.
Our hiring process
Please note that visa sponsorship is not available for this position.
In compliance with applicable law, all persons hired will be required to verify identity and eligibility to work and to complete employment eligibility verification. Note: Our stewardship of the data of thousands of customers’ means that a criminal background check is required to join New Relic.
Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. New Relic does not accept unsolicited headhunter and agency resumes, and will not pay fees to any third-party agency or company that does not have a signed agreement with New Relic.
New Relic is an equal opportunity employer. We eagerly seek applicants of diverse background and hire without regard to race, color, gender identity, religion, national origin, ancestry, citizenship, physical abilities (or disability), age, sexual orientation, veteran status, or any other characteristic protected by law.
Interested in the details of our privacy policy? Read more here.
",newrelic.careers,"['Computer Software', 'Internet']",,"[[3], [3]]"
419,Principal Software Engineer - Code Generation,mathworks,https://www.linkedin.com/jobs/view/3502509561,Mid-Senior level,"[""lor's degree and 10 years of professional wor""]","Job Summary
MathWorks has a hybrid work model that enables staff members to split their time between office and home. The hybrid model provides the advantage of having both in-person time with colleagues and flexible at-home life optimizations. Learn More: https://www.mathworks.com/company/jobs/resources/applying-and-interviewing.html#onboarding.
MathWorks is growing! Join us and work with an outstanding team of engineers whose focus is to develop and enhance automatic code generation products at MathWorks.
We are looking for a dynamic Software Engineer who is good at abstract thinking and algorithm design. Your mission is to develop graph transformations and novel compiler optimization techniques to automatically generate fast and efficient C/C++ and HDL code for algorithms written in MATLAB or Simulink. As a member of one of the core teams at MathWorks, your work will be leveraged by many teams to expand on the capabilities and customer adoption of our core code generation products for targeting large-scale embedded systems (CPU/GPU/FPGA).
MathWorks nurtures growth, appreciates diversity, encourages initiative, values teamwork, shares success, and rewards excellence.
Responsibilities
You will identify gaps and opportunities for improving performance of the generated code. Your focus will be to design innovative algorithms and integrate them into our code generation environment to optimize the generated code. You are expected to participate in all aspects of software development: collecting requirements from customers, writing specifications, coding, testing while collaborating with other teams. You would be required to quickly master numerous features in automatic code generation.
As a part of this role, you will work with various cross functional teams across geographies to build and enhance new products and workflows.
Qualifications
A bachelor's degree and 10 years of professional work experience (or equivalent experience) is required.
Additional Qualifications
Modern C++ software developmentStrong communication skillsKnowledge about modern compiler technologies is a plus
",www.mathworks.com,['Computer Software'],,[[10]]
